,is_lem,is_stop,is_stem,is_alpha,is_lowercase,ngram_range,min_df,max_df,alpha,Accuracy_cv_train,Accuracy_cv_validation,Accuracy_tf_train,Accuracy_tf_validation
0,True,True,True,True,True,"(1, 2)",3,0.8,0.001,0.6754646711578963,0.6321885795570006,0.6863353641554735,0.6339158707579761
1,True,True,True,True,True,"(1, 2)",3,0.8,0.01,0.6749659153170832,0.6327982117455802,0.6860022535026676,0.6346271083113189
2,True,True,True,True,True,"(1, 2)",3,0.9,0.001,0.6754646711578963,0.6321885795570006,0.6863353641554735,0.6339158707579761
3,True,True,True,True,True,"(1, 2)",3,0.9,0.01,0.6749659153170832,0.6327982117455802,0.6860022535026676,0.6346271083113189
4,True,True,True,True,True,"(1, 2)",3,default,0.001,0.6754646711578963,0.6321885795570006,0.6863353641554735,0.6339158707579761
5,True,True,True,True,True,"(1, 2)",3,default,0.01,0.6749659153170832,0.6327982117455802,0.6860022535026676,0.6346271083113189
6,True,True,True,True,True,"(1, 2)",10,0.8,0.001,0.6328993186703971,0.6278195488721805,0.6396925916554871,0.6322901849217639
7,True,True,True,True,True,"(1, 2)",10,0.8,0.01,0.6328792956256929,0.6277179435074172,0.6396507252892875,0.6322901849217639
8,True,True,True,True,True,"(1, 2)",10,0.9,0.001,0.6328993186703971,0.6278195488721805,0.6396925916554871,0.6322901849217639
9,True,True,True,True,True,"(1, 2)",10,0.9,0.01,0.6328792956256929,0.6277179435074172,0.6396507252892875,0.6322901849217639
10,True,True,True,True,True,"(1, 2)",10,default,0.001,0.6328993186703971,0.6278195488721805,0.6396925916554871,0.6322901849217639
11,True,True,True,True,True,"(1, 2)",10,default,0.01,0.6328792956256929,0.6277179435074172,0.6396507252892875,0.6322901849217639
12,True,True,True,True,True,"(1, 2)",20,0.8,0.001,0.6188922887614291,0.6191830928673034,0.623756068347753,0.6245681771997561
13,True,True,True,True,True,"(1, 2)",20,0.8,0.01,0.6188831873774726,0.6191830928673034,0.6237324047494662,0.6246697825645194
14,True,True,True,True,True,"(1, 2)",20,0.9,0.001,0.6188922887614291,0.6191830928673034,0.623756068347753,0.6245681771997561
15,True,True,True,True,True,"(1, 2)",20,0.9,0.01,0.6188831873774726,0.6191830928673034,0.6237324047494662,0.6246697825645194
16,True,True,True,True,True,"(1, 2)",20,default,0.001,0.6188922887614291,0.6191830928673034,0.623756068347753,0.6245681771997561
17,True,True,True,True,True,"(1, 2)",20,default,0.01,0.6188831873774726,0.6191830928673034,0.6237324047494662,0.6246697825645194
18,True,True,True,True,False,"(1, 2)",3,0.8,0.001,0.6754846942026005,0.6322901849217639,0.68634446553943,0.6339158707579761
19,True,True,True,True,False,"(1, 2)",3,0.8,0.01,0.6749822978082047,0.6327982117455802,0.686011354886624,0.6346271083113189
20,True,True,True,True,False,"(1, 2)",3,0.9,0.001,0.6754846942026005,0.6322901849217639,0.68634446553943,0.6339158707579761
21,True,True,True,True,False,"(1, 2)",3,0.9,0.01,0.6749822978082047,0.6327982117455802,0.686011354886624,0.6346271083113189
22,True,True,True,True,False,"(1, 2)",3,default,0.001,0.6754846942026005,0.6322901849217639,0.68634446553943,0.6339158707579761
23,True,True,True,True,False,"(1, 2)",3,default,0.01,0.6749822978082047,0.6327982117455802,0.686011354886624,0.6346271083113189
24,True,True,True,True,False,"(1, 2)",10,0.8,0.001,0.6328938578400232,0.6277179435074172,0.6396871308251133,0.6321885795570006
25,True,True,True,True,False,"(1, 2)",10,0.8,0.01,0.6328811159024841,0.6276163381426539,0.6396507252892875,0.6321885795570006
26,True,True,True,True,False,"(1, 2)",10,0.9,0.001,0.6328938578400232,0.6277179435074172,0.6396871308251133,0.6321885795570006
27,True,True,True,True,False,"(1, 2)",10,0.9,0.01,0.6328811159024841,0.6276163381426539,0.6396507252892875,0.6321885795570006
28,True,True,True,True,False,"(1, 2)",10,default,0.001,0.6328938578400232,0.6277179435074172,0.6396871308251133,0.6321885795570006
29,True,True,True,True,False,"(1, 2)",10,default,0.01,0.6328811159024841,0.6276163381426539,0.6396507252892875,0.6321885795570006
30,True,True,True,True,False,"(1, 2)",20,0.8,0.001,0.6188813671006813,0.6190814875025401,0.6237742711156659,0.6245681771997561
31,True,True,True,True,False,"(1, 2)",20,0.8,0.01,0.6188704454399336,0.6190814875025401,0.6237415061334226,0.6246697825645194
32,True,True,True,True,False,"(1, 2)",20,0.9,0.001,0.6188813671006813,0.6190814875025401,0.6237742711156659,0.6245681771997561
33,True,True,True,True,False,"(1, 2)",20,0.9,0.01,0.6188704454399336,0.6190814875025401,0.6237415061334226,0.6246697825645194
34,True,True,True,True,False,"(1, 2)",20,default,0.001,0.6188813671006813,0.6190814875025401,0.6237742711156659,0.6245681771997561
35,True,True,True,True,False,"(1, 2)",20,default,0.01,0.6188704454399336,0.6190814875025401,0.6237415061334226,0.6246697825645194
36,True,True,True,False,True,"(1, 2)",3,0.8,0.001,0.6764184961965316,0.6332046332046332,0.687409327462334,0.6342206868522658
37,True,True,True,False,True,"(1, 2)",3,0.8,0.01,0.6758614914983972,0.6338142653932127,0.6870361707201197,0.6345255029465556
38,True,True,True,False,True,"(1, 2)",3,0.9,0.001,0.6764184961965316,0.6332046332046332,0.687409327462334,0.6342206868522658
39,True,True,True,False,True,"(1, 2)",3,0.9,0.01,0.6758614914983972,0.6338142653932127,0.6870361707201197,0.6345255029465556
40,True,True,True,False,True,"(1, 2)",3,default,0.001,0.6764184961965316,0.6332046332046332,0.687409327462334,0.6342206868522658
41,True,True,True,False,True,"(1, 2)",3,default,0.01,0.6758614914983972,0.6338142653932127,0.6870361707201197,0.6345255029465556
42,True,True,True,False,True,"(1, 2)",10,0.8,0.001,0.6335218533330178,0.6285307864255233,0.6403224074252731,0.6321885795570006
43,True,True,True,False,True,"(1, 2)",10,0.8,0.01,0.6334708855828617,0.6285307864255233,0.6402951032734038,0.6321885795570006
44,True,True,True,False,True,"(1, 2)",10,0.9,0.001,0.6335218533330178,0.6285307864255233,0.6403224074252731,0.6321885795570006
45,True,True,True,False,True,"(1, 2)",10,0.9,0.01,0.6334708855828617,0.6285307864255233,0.6402951032734038,0.6321885795570006
46,True,True,True,False,True,"(1, 2)",10,default,0.001,0.6335218533330178,0.6285307864255233,0.6403224074252731,0.6321885795570006
47,True,True,True,False,True,"(1, 2)",10,default,0.01,0.6334708855828617,0.6285307864255233,0.6402951032734038,0.6321885795570006
48,True,True,True,False,True,"(1, 2)",20,0.8,0.001,0.6194383717988158,0.6196911196911197,0.6244040868854518,0.6250762040235724
49,True,True,True,False,True,"(1, 2)",20,0.8,0.01,0.6194347312452332,0.6196911196911197,0.6243949855014953,0.6250762040235724
50,True,True,True,False,True,"(1, 2)",20,0.9,0.001,0.6194383717988158,0.6196911196911197,0.6244040868854518,0.6250762040235724
51,True,True,True,False,True,"(1, 2)",20,0.9,0.01,0.6194347312452332,0.6196911196911197,0.6243949855014953,0.6250762040235724
52,True,True,True,False,True,"(1, 2)",20,default,0.001,0.6194383717988158,0.6196911196911197,0.6244040868854518,0.6250762040235724
53,True,True,True,False,True,"(1, 2)",20,default,0.01,0.6194347312452332,0.6196911196911197,0.6243949855014953,0.6250762040235724
54,True,True,True,False,False,"(1, 2)",3,0.8,0.001,0.6764184961965316,0.6333062385693965,0.6874566546589075,0.6342206868522658
55,True,True,True,False,False,"(1, 2)",3,0.8,0.01,0.6758724131591449,0.6338142653932127,0.6870489126576588,0.6346271083113189
56,True,True,True,False,False,"(1, 2)",3,0.9,0.001,0.6764184961965316,0.6333062385693965,0.6874566546589075,0.6342206868522658
57,True,True,True,False,False,"(1, 2)",3,0.9,0.01,0.6758724131591449,0.6338142653932127,0.6870489126576588,0.6346271083113189
58,True,True,True,False,False,"(1, 2)",3,default,0.001,0.6764184961965316,0.6333062385693965,0.6874566546589075,0.6342206868522658
59,True,True,True,False,False,"(1, 2)",3,default,0.01,0.6758724131591449,0.6338142653932127,0.6870489126576588,0.6346271083113189
60,True,True,True,False,False,"(1, 2)",10,0.8,0.001,0.6335127519490614,0.6282259703312335,0.6403187668716905,0.6321885795570006
61,True,True,True,False,False,"(1, 2)",10,0.8,0.01,0.6334672450292792,0.6282259703312335,0.6403060249341515,0.6321885795570006
62,True,True,True,False,False,"(1, 2)",10,0.9,0.001,0.6335127519490614,0.6282259703312335,0.6403187668716905,0.6321885795570006
63,True,True,True,False,False,"(1, 2)",10,0.9,0.01,0.6334672450292792,0.6282259703312335,0.6403060249341515,0.6321885795570006
64,True,True,True,False,False,"(1, 2)",10,default,0.001,0.6335127519490614,0.6282259703312335,0.6403187668716905,0.6321885795570006
65,True,True,True,False,False,"(1, 2)",10,default,0.01,0.6334672450292792,0.6282259703312335,0.6403060249341515,0.6321885795570006
66,True,True,True,False,False,"(1, 2)",20,0.8,0.001,0.6194110676469464,0.6195895143263564,0.6243676813496261,0.6249745986588092
67,True,True,True,False,False,"(1, 2)",20,0.8,0.01,0.6194056068165725,0.6195895143263564,0.6243749624567911,0.6249745986588092
68,True,True,True,False,False,"(1, 2)",20,0.9,0.001,0.6194110676469464,0.6195895143263564,0.6243676813496261,0.6249745986588092
69,True,True,True,False,False,"(1, 2)",20,0.9,0.01,0.6194056068165725,0.6195895143263564,0.6243749624567911,0.6249745986588092
70,True,True,True,False,False,"(1, 2)",20,default,0.001,0.6194110676469464,0.6195895143263564,0.6243676813496261,0.6249745986588092
71,True,True,True,False,False,"(1, 2)",20,default,0.01,0.6194056068165725,0.6195895143263564,0.6243749624567911,0.6249745986588092
72,True,True,False,True,True,"(1, 2)",3,0.8,0.001,0.6771083811004301,0.628022759601707,0.6879681524372596,0.6316805527331844
73,True,True,False,True,True,"(1, 2)",3,0.8,0.01,0.6765896022149128,0.6289372078845763,0.6875895348646716,0.6323917902865271
74,True,True,False,True,True,"(1, 2)",3,0.9,0.001,0.6771083811004301,0.628022759601707,0.6879681524372596,0.6316805527331844
75,True,True,False,True,True,"(1, 2)",3,0.9,0.01,0.6765896022149128,0.6289372078845763,0.6875895348646716,0.6323917902865271
76,True,True,False,True,True,"(1, 2)",3,default,0.001,0.6771083811004301,0.628022759601707,0.6879681524372596,0.6316805527331844
77,True,True,False,True,True,"(1, 2)",3,default,0.01,0.6765896022149128,0.6289372078845763,0.6875895348646716,0.6323917902865271
78,True,True,False,True,True,"(1, 2)",10,0.8,0.001,0.6329903325099615,0.6273115220483642,0.639698052485861,0.6325950010160536
79,True,True,False,True,True,"(1, 2)",10,0.8,0.01,0.6329284430990576,0.6275147327778907,0.6396525455660788,0.6325950010160536
80,True,True,False,True,True,"(1, 2)",10,0.9,0.001,0.6329903325099615,0.6273115220483642,0.639698052485861,0.6325950010160536
81,True,True,False,True,True,"(1, 2)",10,0.9,0.01,0.6329284430990576,0.6275147327778907,0.6396525455660788,0.6325950010160536
82,True,True,False,True,True,"(1, 2)",10,default,0.001,0.6329903325099615,0.6273115220483642,0.639698052485861,0.6325950010160536
83,True,True,False,True,True,"(1, 2)",10,default,0.01,0.6329284430990576,0.6275147327778907,0.6396525455660788,0.6325950010160536
84,True,True,False,True,True,"(1, 2)",20,0.8,0.001,0.6180622425446013,0.6195895143263564,0.623220906971114,0.6289372078845763
85,True,True,False,True,True,"(1, 2)",20,0.8,0.01,0.6180531411606449,0.6194879089615932,0.6232245475246966,0.6288356025198131
86,True,True,False,True,True,"(1, 2)",20,0.9,0.001,0.6180622425446013,0.6195895143263564,0.623220906971114,0.6289372078845763
87,True,True,False,True,True,"(1, 2)",20,0.9,0.01,0.6180531411606449,0.6194879089615932,0.6232245475246966,0.6288356025198131
88,True,True,False,True,True,"(1, 2)",20,default,0.001,0.6180622425446013,0.6195895143263564,0.623220906971114,0.6289372078845763
89,True,True,False,True,True,"(1, 2)",20,default,0.01,0.6180531411606449,0.6194879089615932,0.6232245475246966,0.6288356025198131
90,True,True,False,True,False,"(1, 2)",3,0.8,0.001,0.6785700633638351,0.6283275756959967,0.6893606641825956,0.630766104450315
91,True,True,False,True,False,"(1, 2)",3,0.8,0.01,0.6780585655854829,0.6289372078845763,0.689003889931503,0.6310709205446048
92,True,True,False,True,False,"(1, 2)",3,0.9,0.001,0.6785700633638351,0.6283275756959967,0.6893606641825956,0.630766104450315
93,True,True,False,True,False,"(1, 2)",3,0.9,0.01,0.6780585655854829,0.6289372078845763,0.689003889931503,0.6310709205446048
94,True,True,False,True,False,"(1, 2)",3,default,0.001,0.6785700633638351,0.6283275756959967,0.6893606641825956,0.630766104450315
95,True,True,False,True,False,"(1, 2)",3,default,0.01,0.6780585655854829,0.6289372078845763,0.689003889931503,0.6310709205446048
96,True,True,False,True,False,"(1, 2)",10,0.8,0.001,0.633472705859653,0.6259906523064418,0.6403588129610989,0.6319853688274741
97,True,True,False,True,False,"(1, 2)",10,0.8,0.01,0.6334490422613662,0.626092257671205,0.6403315088092295,0.6320869741922374
98,True,True,False,True,False,"(1, 2)",10,0.9,0.001,0.633472705859653,0.6259906523064418,0.6403588129610989,0.6319853688274741
99,True,True,False,True,False,"(1, 2)",10,0.9,0.01,0.6334490422613662,0.626092257671205,0.6403315088092295,0.6320869741922374
100,True,True,False,True,False,"(1, 2)",10,default,0.001,0.633472705859653,0.6259906523064418,0.6403588129610989,0.6319853688274741
101,True,True,False,True,False,"(1, 2)",10,default,0.01,0.6334490422613662,0.626092257671205,0.6403315088092295,0.6320869741922374
102,True,True,False,True,False,"(1, 2)",20,0.8,0.001,0.6185191320192148,0.621011989433042,0.6236814369993101,0.6249745986588092
103,True,True,False,True,False,"(1, 2)",20,0.8,0.01,0.6185154914656322,0.621011989433042,0.6236814369993101,0.6249745986588092
104,True,True,False,True,False,"(1, 2)",20,0.9,0.001,0.6185191320192148,0.621011989433042,0.6236814369993101,0.6249745986588092
105,True,True,False,True,False,"(1, 2)",20,0.9,0.01,0.6185154914656322,0.621011989433042,0.6236814369993101,0.6249745986588092
106,True,True,False,True,False,"(1, 2)",20,default,0.001,0.6185191320192148,0.621011989433042,0.6236814369993101,0.6249745986588092
107,True,True,False,True,False,"(1, 2)",20,default,0.01,0.6185154914656322,0.621011989433042,0.6236814369993101,0.6249745986588092
108,True,True,False,False,True,"(1, 2)",3,0.8,0.001,0.6780057775585355,0.6282259703312335,0.6890657793424068,0.6310709205446048
109,True,True,False,False,True,"(1, 2)",3,0.8,0.01,0.6774742567354792,0.6290388132493395,0.6886835212162361,0.6313757366388946
110,True,True,False,False,True,"(1, 2)",3,0.9,0.001,0.6780057775585355,0.6282259703312335,0.6890657793424068,0.6310709205446048
111,True,True,False,False,True,"(1, 2)",3,0.9,0.01,0.6774742567354792,0.6290388132493395,0.6886835212162361,0.6313757366388946
112,True,True,False,False,True,"(1, 2)",3,default,0.001,0.6780057775585355,0.6282259703312335,0.6890657793424068,0.6310709205446048
113,True,True,False,False,True,"(1, 2)",3,default,0.01,0.6774742567354792,0.6290388132493395,0.6886835212162361,0.6313757366388946
114,True,True,False,False,True,"(1, 2)",10,0.8,0.001,0.6335673602528,0.62842918106076,0.6403460710235599,0.6318837634627108
115,True,True,False,False,True,"(1, 2)",10,0.8,0.01,0.6335182127794352,0.6285307864255233,0.6403023843805689,0.6317821580979476
116,True,True,False,False,True,"(1, 2)",10,0.9,0.001,0.6335673602528,0.62842918106076,0.6403460710235599,0.6318837634627108
117,True,True,False,False,True,"(1, 2)",10,0.9,0.01,0.6335182127794352,0.6285307864255233,0.6403023843805689,0.6317821580979476
118,True,True,False,False,True,"(1, 2)",10,default,0.001,0.6335673602528,0.62842918106076,0.6403460710235599,0.6318837634627108
119,True,True,False,False,True,"(1, 2)",10,default,0.01,0.6335182127794352,0.6285307864255233,0.6403023843805689,0.6317821580979476
120,True,True,False,False,True,"(1, 2)",20,0.8,0.001,0.6185537172782494,0.6198943304206462,0.6237615291781268,0.6273115220483642
121,True,True,False,False,True,"(1, 2)",20,0.8,0.01,0.6185373347871277,0.6197927250558829,0.6237706305620833,0.6273115220483642
122,True,True,False,False,True,"(1, 2)",20,0.9,0.001,0.6185537172782494,0.6198943304206462,0.6237615291781268,0.6273115220483642
123,True,True,False,False,True,"(1, 2)",20,0.9,0.01,0.6185373347871277,0.6197927250558829,0.6237706305620833,0.6273115220483642
124,True,True,False,False,True,"(1, 2)",20,default,0.001,0.6185537172782494,0.6198943304206462,0.6237615291781268,0.6273115220483642
125,True,True,False,False,True,"(1, 2)",20,default,0.01,0.6185373347871277,0.6197927250558829,0.6237706305620833,0.6273115220483642
126,True,True,False,False,False,"(1, 2)",3,0.8,0.001,0.6794783814826882,0.6285307864255233,0.6904892357931948,0.6299532615322089
127,True,True,False,False,False,"(1, 2)",3,0.8,0.01,0.6789614228739622,0.6291404186141029,0.6901124384973979,0.6306644990855517
128,True,True,False,False,False,"(1, 2)",3,0.9,0.001,0.6794783814826882,0.6285307864255233,0.6904892357931948,0.6299532615322089
129,True,True,False,False,False,"(1, 2)",3,0.9,0.01,0.6789614228739622,0.6291404186141029,0.6901124384973979,0.6306644990855517
130,True,True,False,False,False,"(1, 2)",3,default,0.001,0.6794783814826882,0.6285307864255233,0.6904892357931948,0.6299532615322089
131,True,True,False,False,False,"(1, 2)",3,default,0.01,0.6789614228739622,0.6291404186141029,0.6901124384973979,0.6306644990855517
132,True,True,False,False,False,"(1, 2)",10,0.8,0.001,0.63403335111137,0.626498679130258,0.6409485826414765,0.6318837634627108
133,True,True,False,False,False,"(1, 2)",10,0.8,0.01,0.6339860239147965,0.6263970737654948,0.6409249190431897,0.6317821580979476
134,True,True,False,False,False,"(1, 2)",10,0.9,0.001,0.63403335111137,0.626498679130258,0.6409485826414765,0.6318837634627108
135,True,True,False,False,False,"(1, 2)",10,0.9,0.01,0.6339860239147965,0.6263970737654948,0.6409249190431897,0.6317821580979476
136,True,True,False,False,False,"(1, 2)",10,default,0.001,0.63403335111137,0.626498679130258,0.6409485826414765,0.6318837634627108
137,True,True,False,False,False,"(1, 2)",10,default,0.01,0.6339860239147965,0.6263970737654948,0.6409249190431897,0.6317821580979476
138,True,True,False,False,False,"(1, 2)",20,0.8,0.001,0.6188049154754472,0.6207071733387522,0.624109202045263,0.6240601503759399
139,True,True,False,False,False,"(1, 2)",20,0.8,0.01,0.6187867127075343,0.6205039626092258,0.6240837181701849,0.6240601503759399
140,True,True,False,False,False,"(1, 2)",20,0.9,0.001,0.6188049154754472,0.6207071733387522,0.624109202045263,0.6240601503759399
141,True,True,False,False,False,"(1, 2)",20,0.9,0.01,0.6187867127075343,0.6205039626092258,0.6240837181701849,0.6240601503759399
142,True,True,False,False,False,"(1, 2)",20,default,0.001,0.6188049154754472,0.6207071733387522,0.624109202045263,0.6240601503759399
143,True,True,False,False,False,"(1, 2)",20,default,0.01,0.6187867127075343,0.6205039626092258,0.6240837181701849,0.6240601503759399
144,True,False,True,True,True,"(1, 2)",3,0.8,0.001,0.6800663308862746,0.6408250355618776,0.6917725309310534,0.6471245681771998
145,True,False,True,True,True,"(1, 2)",3,0.8,0.01,0.6789268376149278,0.6423491160333266,0.6910935676879026,0.6488518593781751
146,True,False,True,True,True,"(1, 2)",3,0.9,0.001,0.6800663308862746,0.6408250355618776,0.6917725309310534,0.6471245681771998
147,True,False,True,True,True,"(1, 2)",3,0.9,0.01,0.6789268376149278,0.6423491160333266,0.6910935676879026,0.6488518593781751
148,True,False,True,True,True,"(1, 2)",3,default,0.001,0.6800663308862746,0.6408250355618776,0.6917725309310534,0.6471245681771998
149,True,False,True,True,True,"(1, 2)",3,default,0.01,0.6789268376149278,0.6423491160333266,0.6910935676879026,0.6488518593781751
150,True,False,True,True,True,"(1, 2)",10,0.8,0.001,0.6468572011060002,0.6415362731152204,0.6565064883766225,0.6484454379191221
151,True,False,True,True,True,"(1, 2)",10,0.8,0.01,0.6467388831145664,0.6415362731152204,0.6564609814568403,0.6483438325543589
152,True,False,True,True,True,"(1, 2)",10,0.9,0.001,0.6468572011060002,0.6415362731152204,0.6565064883766225,0.6484454379191221
153,True,False,True,True,True,"(1, 2)",10,0.9,0.01,0.6467388831145664,0.6415362731152204,0.6564609814568403,0.6483438325543589
154,True,False,True,True,True,"(1, 2)",10,default,0.001,0.6468572011060002,0.6415362731152204,0.6565064883766225,0.6484454379191221
155,True,False,True,True,True,"(1, 2)",10,default,0.01,0.6467388831145664,0.6415362731152204,0.6564609814568403,0.6483438325543589
156,True,False,True,True,True,"(1, 2)",20,0.8,0.001,0.6347978673637114,0.6377768746189799,0.6433859332650123,0.6448892501524081
157,True,False,True,True,True,"(1, 2)",20,0.8,0.01,0.6347669226582594,0.6378784799837431,0.6433586291131429,0.6448892501524081
158,True,False,True,True,True,"(1, 2)",20,0.9,0.001,0.6347978673637114,0.6377768746189799,0.6433859332650123,0.6448892501524081
159,True,False,True,True,True,"(1, 2)",20,0.9,0.01,0.6347669226582594,0.6378784799837431,0.6433586291131429,0.6448892501524081
160,True,False,True,True,True,"(1, 2)",20,default,0.001,0.6347978673637114,0.6377768746189799,0.6433859332650123,0.6448892501524081
161,True,False,True,True,True,"(1, 2)",20,default,0.01,0.6347669226582594,0.6378784799837431,0.6433586291131429,0.6448892501524081
162,True,False,True,True,False,"(1, 2)",3,0.8,0.001,0.6802756627172728,0.640926640926641,0.6920437521729554,0.64681975208291
163,True,False,True,True,False,"(1, 2)",3,0.8,0.01,0.6791361694459259,0.6422475106685633,0.6913229225636051,0.6484454379191221
164,True,False,True,True,False,"(1, 2)",3,0.9,0.001,0.6802756627172728,0.640926640926641,0.6920437521729554,0.64681975208291
165,True,False,True,True,False,"(1, 2)",3,0.9,0.01,0.6791361694459259,0.6422475106685633,0.6913229225636051,0.6484454379191221
166,True,False,True,True,False,"(1, 2)",3,default,0.001,0.6802756627172728,0.640926640926641,0.6920437521729554,0.64681975208291
167,True,False,True,True,False,"(1, 2)",3,default,0.01,0.6791361694459259,0.6422475106685633,0.6913229225636051,0.6484454379191221
168,True,False,True,True,False,"(1, 2)",10,0.8,0.001,0.6471120398567807,0.6426539321276163,0.6566976174397079,0.6483438325543589
169,True,False,True,True,False,"(1, 2)",10,0.8,0.01,0.6469828002045991,0.6424507213980898,0.6566284469216389,0.6482422271895956
170,True,False,True,True,False,"(1, 2)",10,0.9,0.001,0.6471120398567807,0.6426539321276163,0.6566976174397079,0.6483438325543589
171,True,False,True,True,False,"(1, 2)",10,0.9,0.01,0.6469828002045991,0.6424507213980898,0.6566284469216389,0.6482422271895956
172,True,False,True,True,False,"(1, 2)",10,default,0.001,0.6471120398567807,0.6426539321276163,0.6566976174397079,0.6483438325543589
173,True,False,True,True,False,"(1, 2)",10,default,0.01,0.6469828002045991,0.6424507213980898,0.6566284469216389,0.6482422271895956
174,True,False,True,True,False,"(1, 2)",20,0.8,0.001,0.6350326830697876,0.6385897175370859,0.6435060715332374,0.6442796179638285
175,True,False,True,True,False,"(1, 2)",20,0.8,0.01,0.6349980978107531,0.6385897175370859,0.6434915093189071,0.6442796179638285
176,True,False,True,True,False,"(1, 2)",20,0.9,0.001,0.6350326830697876,0.6385897175370859,0.6435060715332374,0.6442796179638285
177,True,False,True,True,False,"(1, 2)",20,0.9,0.01,0.6349980978107531,0.6385897175370859,0.6434915093189071,0.6442796179638285
178,True,False,True,True,False,"(1, 2)",20,default,0.001,0.6350326830697876,0.6385897175370859,0.6435060715332374,0.6442796179638285
179,True,False,True,True,False,"(1, 2)",20,default,0.01,0.6349980978107531,0.6385897175370859,0.6434915093189071,0.6442796179638285
180,True,False,True,False,True,"(1, 2)",3,0.8,0.001,0.6808927365495198,0.6423491160333266,0.6926571854516198,0.6475309896362528
181,True,False,True,False,True,"(1, 2)",3,0.8,0.01,0.6797423216174251,0.6436699857752489,0.6919581991637649,0.6494614915667547
182,True,False,True,False,True,"(1, 2)",3,0.9,0.001,0.6808927365495198,0.6423491160333266,0.6926571854516198,0.6475309896362528
183,True,False,True,False,True,"(1, 2)",3,0.9,0.01,0.6797423216174251,0.6436699857752489,0.6919581991637649,0.6494614915667547
184,True,False,True,False,True,"(1, 2)",3,default,0.001,0.6808927365495198,0.6423491160333266,0.6926571854516198,0.6475309896362528
185,True,False,True,False,True,"(1, 2)",3,default,0.01,0.6797423216174251,0.6436699857752489,0.6919581991637649,0.6494614915667547
186,True,False,True,False,True,"(1, 2)",10,0.8,0.001,0.6474378694024213,0.6418410892095102,0.6571545069143214,0.6483438325543589
187,True,False,True,False,True,"(1, 2)",10,0.8,0.01,0.6473341136253179,0.641739483844747,0.6571126405481218,0.6483438325543589
188,True,False,True,False,True,"(1, 2)",10,0.9,0.001,0.6474378694024213,0.6418410892095102,0.6571545069143214,0.6483438325543589
189,True,False,True,False,True,"(1, 2)",10,0.9,0.01,0.6473341136253179,0.641739483844747,0.6571126405481218,0.6483438325543589
190,True,False,True,False,True,"(1, 2)",10,default,0.001,0.6474378694024213,0.6418410892095102,0.6571545069143214,0.6483438325543589
191,True,False,True,False,True,"(1, 2)",10,default,0.01,0.6473341136253179,0.641739483844747,0.6571126405481218,0.6483438325543589
192,True,False,True,False,True,"(1, 2)",20,0.8,0.001,0.6352147107489164,0.6382849014427961,0.6438446430164171,0.6446860394228815
