,is_lem,is_stop,is_stem,is_alpha,is_lowercase,ngram_range,min_df,max_df,alpha,Accuracy_cv_train,Accuracy_cv_validation,Accuracy_tf_train,Accuracy_tf_validation
193,True,False,True,False,True,"(1, 2)",20,0.8,0.01,0.6352037890881688,0.6382849014427961,0.6438355416324606,0.6447876447876448
194,True,False,True,False,True,"(1, 2)",20,0.9,0.001,0.6352147107489164,0.6382849014427961,0.6438446430164171,0.6446860394228815
195,True,False,True,False,True,"(1, 2)",20,0.9,0.01,0.6352037890881688,0.6382849014427961,0.6438355416324606,0.6447876447876448
196,True,False,True,False,True,"(1, 2)",20,default,0.001,0.6352147107489164,0.6382849014427961,0.6438446430164171,0.6446860394228815
197,True,False,True,False,True,"(1, 2)",20,default,0.01,0.6352037890881688,0.6382849014427961,0.6438355416324606,0.6447876447876448
198,True,False,True,False,False,"(1, 2)",3,0.8,0.001,0.6811239117020134,0.6423491160333266,0.6929502500150173,0.6471245681771998
199,True,False,True,False,False,"(1, 2)",3,0.8,0.01,0.6799898792610405,0.6436699857752489,0.6922021162537976,0.6490550701077017
200,True,False,True,False,False,"(1, 2)",3,0.9,0.001,0.6811239117020134,0.6423491160333266,0.6929502500150173,0.6471245681771998
201,True,False,True,False,False,"(1, 2)",3,0.9,0.01,0.6799898792610405,0.6436699857752489,0.6922021162537976,0.6490550701077017
202,True,False,True,False,False,"(1, 2)",3,default,0.001,0.6811239117020134,0.6423491160333266,0.6929502500150173,0.6471245681771998
203,True,False,True,False,False,"(1, 2)",3,default,0.01,0.6799898792610405,0.6436699857752489,0.6922021162537976,0.6490550701077017
204,True,False,True,False,False,"(1, 2)",10,0.8,0.001,0.647669044554915,0.6427555374923796,0.6573383548702416,0.6483438325543589
205,True,False,True,False,False,"(1, 2)",10,0.8,0.01,0.647574390161768,0.6426539321276163,0.6572564424146335,0.6482422271895956
206,True,False,True,False,False,"(1, 2)",10,0.9,0.001,0.647669044554915,0.6427555374923796,0.6573383548702416,0.6483438325543589
207,True,False,True,False,False,"(1, 2)",10,0.9,0.01,0.647574390161768,0.6426539321276163,0.6572564424146335,0.6482422271895956
208,True,False,True,False,False,"(1, 2)",10,default,0.001,0.647669044554915,0.6427555374923796,0.6573383548702416,0.6483438325543589
209,True,False,True,False,False,"(1, 2)",10,default,0.01,0.647574390161768,0.6426539321276163,0.6572564424146335,0.6482422271895956
210,True,False,True,False,False,"(1, 2)",20,0.8,0.001,0.6355004942051489,0.6388945336313757,0.6439247351952337,0.6442796179638285
211,True,False,True,False,False,"(1, 2)",20,0.8,0.01,0.6354677292229056,0.6388945336313757,0.6438992513201558,0.6443812233285917
212,True,False,True,False,False,"(1, 2)",20,0.9,0.001,0.6355004942051489,0.6388945336313757,0.6439247351952337,0.6442796179638285
213,True,False,True,False,False,"(1, 2)",20,0.9,0.01,0.6354677292229056,0.6388945336313757,0.6438992513201558,0.6443812233285917
214,True,False,True,False,False,"(1, 2)",20,default,0.001,0.6355004942051489,0.6388945336313757,0.6439247351952337,0.6442796179638285
215,True,False,True,False,False,"(1, 2)",20,default,0.01,0.6354677292229056,0.6388945336313757,0.6438992513201558,0.6443812233285917
216,True,False,False,True,True,"(1, 2)",3,0.8,0.001,0.6812622527381513,0.6410282462914042,0.6932979228821534,0.647226173541963
217,True,False,False,True,True,"(1, 2)",3,0.8,0.01,0.6801427825115087,0.6418410892095102,0.6925115633083166,0.6487502540134119
218,True,False,False,True,True,"(1, 2)",3,0.9,0.001,0.6812622527381513,0.6410282462914042,0.6932979228821534,0.647226173541963
219,True,False,False,True,True,"(1, 2)",3,0.9,0.01,0.6801427825115087,0.6418410892095102,0.6925115633083166,0.6487502540134119
220,True,False,False,True,True,"(1, 2)",3,default,0.001,0.6812622527381513,0.6410282462914042,0.6932979228821534,0.647226173541963
221,True,False,False,True,True,"(1, 2)",3,default,0.01,0.6801427825115087,0.6418410892095102,0.6925115633083166,0.6487502540134119
222,True,False,False,True,True,"(1, 2)",10,0.8,0.001,0.6469864407581817,0.6401137980085349,0.6566703132878385,0.6463117252590936
223,True,False,False,True,True,"(1, 2)",10,0.8,0.01,0.6468772241507044,0.6401137980085349,0.6565865805554393,0.6463117252590936
224,True,False,False,True,True,"(1, 2)",10,0.9,0.001,0.6469864407581817,0.6401137980085349,0.6566703132878385,0.6463117252590936
225,True,False,False,True,True,"(1, 2)",10,0.9,0.01,0.6468772241507044,0.6401137980085349,0.6565865805554393,0.6463117252590936
226,True,False,False,True,True,"(1, 2)",10,default,0.001,0.6469864407581817,0.6401137980085349,0.6566703132878385,0.6463117252590936
227,True,False,False,True,True,"(1, 2)",10,default,0.01,0.6468772241507044,0.6401137980085349,0.6565865805554393,0.6463117252590936
228,True,False,False,True,True,"(1, 2)",20,0.8,0.001,0.6345594111040525,0.6357447673237147,0.6429508871118942,0.6420442999390368
229,True,False,False,True,True,"(1, 2)",20,0.8,0.01,0.634524825845018,0.6357447673237147,0.6429345046207726,0.6421459053038
230,True,False,False,True,True,"(1, 2)",20,0.9,0.001,0.6345594111040525,0.6357447673237147,0.6429508871118942,0.6420442999390368
231,True,False,False,True,True,"(1, 2)",20,0.9,0.01,0.634524825845018,0.6357447673237147,0.6429345046207726,0.6421459053038
232,True,False,False,True,True,"(1, 2)",20,default,0.001,0.6345594111040525,0.6357447673237147,0.6429508871118942,0.6420442999390368
233,True,False,False,True,True,"(1, 2)",20,default,0.01,0.634524825845018,0.6357447673237147,0.6429345046207726,0.6421459053038
234,True,False,False,True,False,"(1, 2)",3,0.8,0.001,0.6836340733972007,0.6428571428571429,0.6959973933636349,0.6498679130258077
235,True,False,False,True,False,"(1, 2)",3,0.8,0.01,0.6824709165275672,0.6440764072343019,0.6952529001559977,0.6510871774029668
236,True,False,False,True,False,"(1, 2)",3,0.9,0.001,0.6836340733972007,0.6428571428571429,0.6959973933636349,0.6498679130258077
237,True,False,False,True,False,"(1, 2)",3,0.9,0.01,0.6824709165275672,0.6440764072343019,0.6952529001559977,0.6510871774029668
238,True,False,False,True,False,"(1, 2)",3,default,0.001,0.6836340733972007,0.6428571428571429,0.6959973933636349,0.6498679130258077
239,True,False,False,True,False,"(1, 2)",3,default,0.01,0.6824709165275672,0.6440764072343019,0.6952529001559977,0.6510871774029668
240,True,False,False,True,False,"(1, 2)",10,0.8,0.001,0.6483589294588135,0.6397073765494818,0.6584305209450149,0.6469213574476732
241,True,False,False,True,False,"(1, 2)",10,0.8,0.01,0.6482624547888752,0.6396057711847185,0.6583686315341111,0.6469213574476732
242,True,False,False,True,False,"(1, 2)",10,0.9,0.001,0.6483589294588135,0.6397073765494818,0.6584305209450149,0.6469213574476732
243,True,False,False,True,False,"(1, 2)",10,0.9,0.01,0.6482624547888752,0.6396057711847185,0.6583686315341111,0.6469213574476732
244,True,False,False,True,False,"(1, 2)",10,default,0.001,0.6483589294588135,0.6397073765494818,0.6584305209450149,0.6469213574476732
245,True,False,False,True,False,"(1, 2)",10,default,0.01,0.6482624547888752,0.6396057711847185,0.6583686315341111,0.6469213574476732
246,True,False,False,True,False,"(1, 2)",20,0.8,0.001,0.6353585126154283,0.6355415565941882,0.6440084679276331,0.6421459053038
247,True,False,False,True,False,"(1, 2)",20,0.8,0.01,0.6353366692939328,0.6353383458646616,0.6439866246061376,0.6421459053038
248,True,False,False,True,False,"(1, 2)",20,0.9,0.001,0.6353585126154283,0.6355415565941882,0.6440084679276331,0.6421459053038
249,True,False,False,True,False,"(1, 2)",20,0.9,0.01,0.6353366692939328,0.6353383458646616,0.6439866246061376,0.6421459053038
250,True,False,False,True,False,"(1, 2)",20,default,0.001,0.6353585126154283,0.6355415565941882,0.6440084679276331,0.6421459053038
251,True,False,False,True,False,"(1, 2)",20,default,0.01,0.6353366692939328,0.6353383458646616,0.6439866246061376,0.6421459053038
252,True,False,False,False,True,"(1, 2)",3,0.8,0.001,0.6821214233836397,0.6414346677504572,0.6943755267425965,0.6479374110953058
253,True,False,False,False,True,"(1, 2)",3,0.8,0.01,0.6809946720498319,0.6425523267628531,0.6935837063383858,0.6493598862019915
254,True,False,False,False,True,"(1, 2)",3,0.9,0.001,0.6821214233836397,0.6414346677504572,0.6943755267425965,0.6479374110953058
255,True,False,False,False,True,"(1, 2)",3,0.9,0.01,0.6809946720498319,0.6425523267628531,0.6935837063383858,0.6493598862019915
256,True,False,False,False,True,"(1, 2)",3,default,0.001,0.6821214233836397,0.6414346677504572,0.6943755267425965,0.6479374110953058
257,True,False,False,False,True,"(1, 2)",3,default,0.01,0.6809946720498319,0.6425523267628531,0.6935837063383858,0.6493598862019915
258,True,False,False,False,True,"(1, 2)",10,0.8,0.001,0.6476289984655067,0.6410282462914042,0.6575076406118314,0.6453972769762244
259,True,False,False,False,True,"(1, 2)",10,0.8,0.01,0.6475197818580294,0.640926640926641,0.6574330092633885,0.6453972769762244
260,True,False,False,False,True,"(1, 2)",10,0.9,0.001,0.6476289984655067,0.6410282462914042,0.6575076406118314,0.6453972769762244
261,True,False,False,False,True,"(1, 2)",10,0.9,0.01,0.6475197818580294,0.640926640926641,0.6574330092633885,0.6453972769762244
262,True,False,False,False,True,"(1, 2)",10,default,0.001,0.6476289984655067,0.6410282462914042,0.6575076406118314,0.6453972769762244
263,True,False,False,False,True,"(1, 2)",10,default,0.01,0.6475197818580294,0.640926640926641,0.6574330092633885,0.6453972769762244
264,True,False,False,False,True,"(1, 2)",20,0.8,0.001,0.6350490655609092,0.6361511887827678,0.6433477074523952,0.6426539321276163
265,True,False,False,False,True,"(1, 2)",20,0.8,0.01,0.6350108397482921,0.6360495834180044,0.6433276844076911,0.6426539321276163
266,True,False,False,False,True,"(1, 2)",20,0.9,0.001,0.6350490655609092,0.6361511887827678,0.6433477074523952,0.6426539321276163
267,True,False,False,False,True,"(1, 2)",20,0.9,0.01,0.6350108397482921,0.6360495834180044,0.6433276844076911,0.6426539321276163
268,True,False,False,False,True,"(1, 2)",20,default,0.001,0.6350490655609092,0.6361511887827678,0.6433477074523952,0.6426539321276163
269,True,False,False,False,True,"(1, 2)",20,default,0.01,0.6350108397482921,0.6360495834180044,0.6433276844076911,0.6426539321276163
270,True,False,False,False,False,"(1, 2)",3,0.8,0.001,0.6845915389894187,0.6431619589514327,0.6970367714114608,0.650375939849624
271,True,False,False,False,False,"(1, 2)",3,0.8,0.01,0.6834010779679158,0.6443812233285917,0.6962322090697112,0.6516968095915464
272,True,False,False,False,False,"(1, 2)",3,0.9,0.001,0.6845915389894187,0.6431619589514327,0.6970367714114608,0.650375939849624
273,True,False,False,False,False,"(1, 2)",3,0.9,0.01,0.6834010779679158,0.6443812233285917,0.6962322090697112,0.6516968095915464
274,True,False,False,False,False,"(1, 2)",3,default,0.001,0.6845915389894187,0.6431619589514327,0.6970367714114608,0.650375939849624
275,True,False,False,False,False,"(1, 2)",3,default,0.01,0.6834010779679158,0.6443812233285917,0.6962322090697112,0.6516968095915464
276,True,False,False,False,False,"(1, 2)",10,0.8,0.001,0.648979643844643,0.6396057711847185,0.6590130095182274,0.6471245681771998
277,True,False,False,False,False,"(1, 2)",10,0.8,0.01,0.6488758880675396,0.6397073765494818,0.6589329173394106,0.647226173541963
278,True,False,False,False,False,"(1, 2)",10,0.9,0.001,0.648979643844643,0.6396057711847185,0.6590130095182274,0.6471245681771998
279,True,False,False,False,False,"(1, 2)",10,0.9,0.01,0.6488758880675396,0.6397073765494818,0.6589329173394106,0.647226173541963
280,True,False,False,False,False,"(1, 2)",10,default,0.001,0.648979643844643,0.6396057711847185,0.6590130095182274,0.6471245681771998
281,True,False,False,False,False,"(1, 2)",10,default,0.01,0.6488758880675396,0.6397073765494818,0.6589329173394106,0.647226173541963
282,True,False,False,False,False,"(1, 2)",20,0.8,0.001,0.6357607937863031,0.6363543995122942,0.6444107490985079,0.6431619589514327
283,True,False,False,False,False,"(1, 2)",20,0.8,0.01,0.6357262085272687,0.636252794147531,0.6443852652234299,0.6431619589514327
284,True,False,False,False,False,"(1, 2)",20,0.9,0.001,0.6357607937863031,0.6363543995122942,0.6444107490985079,0.6431619589514327
285,True,False,False,False,False,"(1, 2)",20,0.9,0.01,0.6357262085272687,0.636252794147531,0.6443852652234299,0.6431619589514327
286,True,False,False,False,False,"(1, 2)",20,default,0.001,0.6357607937863031,0.6363543995122942,0.6444107490985079,0.6431619589514327
287,True,False,False,False,False,"(1, 2)",20,default,0.01,0.6357262085272687,0.636252794147531,0.6443852652234299,0.6431619589514327
288,False,True,True,True,True,"(1, 2)",3,0.8,0.001,0.676622367197156,0.6321885795570006,0.6872436822743266,0.6346271083113189
289,False,True,True,True,True,"(1, 2)",3,0.8,0.01,0.6761090491420125,0.6326966063808169,0.6868596038713647,0.6350335297703719
290,False,True,True,True,True,"(1, 2)",3,0.9,0.001,0.676622367197156,0.6321885795570006,0.6872436822743266,0.6346271083113189
291,False,True,True,True,True,"(1, 2)",3,0.9,0.01,0.6761090491420125,0.6326966063808169,0.6868596038713647,0.6350335297703719
292,False,True,True,True,True,"(1, 2)",3,default,0.001,0.676622367197156,0.6321885795570006,0.6872436822743266,0.6346271083113189
293,False,True,True,True,True,"(1, 2)",3,default,0.01,0.6761090491420125,0.6326966063808169,0.6868596038713647,0.6350335297703719
294,False,True,True,True,True,"(1, 2)",10,0.8,0.001,0.6340533741560742,0.6272099166836009,0.6407155872121915,0.6322901849217639
295,False,True,True,True,True,"(1, 2)",10,0.8,0.01,0.63403335111137,0.6270067059540744,0.6407028452746525,0.6323917902865271
296,False,True,True,True,True,"(1, 2)",10,0.9,0.001,0.6340533741560742,0.6272099166836009,0.6407155872121915,0.6322901849217639
297,False,True,True,True,True,"(1, 2)",10,0.9,0.01,0.63403335111137,0.6270067059540744,0.6407028452746525,0.6323917902865271
298,False,True,True,True,True,"(1, 2)",10,default,0.001,0.6340533741560742,0.6272099166836009,0.6407155872121915,0.6322901849217639
299,False,True,True,True,True,"(1, 2)",10,default,0.01,0.63403335111137,0.6270067059540744,0.6407028452746525,0.6323917902865271
300,False,True,True,True,True,"(1, 2)",20,0.8,0.001,0.6199298465324637,0.6213168055273318,0.6246898703416841,0.6266002844950214
301,False,True,True,True,True,"(1, 2)",20,0.8,0.01,0.6199280262556724,0.6212152001625686,0.6246680270201886,0.6266002844950214
302,False,True,True,True,True,"(1, 2)",20,0.9,0.001,0.6199298465324637,0.6213168055273318,0.6246898703416841,0.6266002844950214
303,False,True,True,True,True,"(1, 2)",20,0.9,0.01,0.6199280262556724,0.6212152001625686,0.6246680270201886,0.6266002844950214
304,False,True,True,True,True,"(1, 2)",20,default,0.001,0.6199298465324637,0.6213168055273318,0.6246898703416841,0.6266002844950214
305,False,True,True,True,True,"(1, 2)",20,default,0.01,0.6199280262556724,0.6212152001625686,0.6246680270201886,0.6266002844950214
306,False,True,True,True,False,"(1, 2)",3,0.8,0.001,0.6766514916258166,0.6322901849217639,0.6872455025511179,0.6348303190408453
307,False,True,True,True,False,"(1, 2)",3,0.8,0.01,0.6761363532938819,0.6326966063808169,0.6868850877464427,0.6352367404998984
308,False,True,True,True,False,"(1, 2)",3,0.9,0.001,0.6766514916258166,0.6322901849217639,0.6872455025511179,0.6348303190408453
309,False,True,True,True,False,"(1, 2)",3,0.9,0.01,0.6761363532938819,0.6326966063808169,0.6868850877464427,0.6352367404998984
310,False,True,True,True,False,"(1, 2)",3,default,0.001,0.6766514916258166,0.6322901849217639,0.6872455025511179,0.6348303190408453
311,False,True,True,True,False,"(1, 2)",3,default,0.01,0.6761363532938819,0.6326966063808169,0.6868850877464427,0.6352367404998984
312,False,True,True,True,False,"(1, 2)",10,0.8,0.001,0.6340551944328655,0.6269051005893111,0.6407265088729392,0.6324933956512904
313,False,True,True,True,False,"(1, 2)",10,0.8,0.01,0.6340369916649525,0.6268034952245478,0.6407137669354002,0.6324933956512904
314,False,True,True,True,False,"(1, 2)",10,0.9,0.001,0.6340551944328655,0.6269051005893111,0.6407265088729392,0.6324933956512904
315,False,True,True,True,False,"(1, 2)",10,0.9,0.01,0.6340369916649525,0.6268034952245478,0.6407137669354002,0.6324933956512904
316,False,True,True,True,False,"(1, 2)",10,default,0.001,0.6340551944328655,0.6269051005893111,0.6407265088729392,0.6324933956512904
317,False,True,True,True,False,"(1, 2)",10,default,0.01,0.6340369916649525,0.6268034952245478,0.6407137669354002,0.6324933956512904
318,False,True,True,True,False,"(1, 2)",20,0.8,0.001,0.6199207451485073,0.6214184108920952,0.6247080731095971,0.6267018898597846
319,False,True,True,True,False,"(1, 2)",20,0.8,0.01,0.6199298465324637,0.6214184108920952,0.6246971514488493,0.6267018898597846
320,False,True,True,True,False,"(1, 2)",20,0.9,0.001,0.6199207451485073,0.6214184108920952,0.6247080731095971,0.6267018898597846
321,False,True,True,True,False,"(1, 2)",20,0.9,0.01,0.6199298465324637,0.6214184108920952,0.6246971514488493,0.6267018898597846
322,False,True,True,True,False,"(1, 2)",20,default,0.001,0.6199207451485073,0.6214184108920952,0.6247080731095971,0.6267018898597846
323,False,True,True,True,False,"(1, 2)",20,default,0.01,0.6199298465324637,0.6214184108920952,0.6246971514488493,0.6267018898597846
324,False,True,True,False,True,"(1, 2)",3,0.8,0.001,0.6774269295389057,0.6338142653932127,0.6882593967238658,0.6346271083113189
325,False,True,True,False,True,"(1, 2)",3,0.8,0.01,0.6768990492694319,0.6344238975817923,0.6879062630263558,0.6351351351351351
326,False,True,True,False,True,"(1, 2)",3,0.9,0.001,0.6774269295389057,0.6338142653932127,0.6882593967238658,0.6346271083113189
327,False,True,True,False,True,"(1, 2)",3,0.9,0.01,0.6768990492694319,0.6344238975817923,0.6879062630263558,0.6351351351351351
328,False,True,True,False,True,"(1, 2)",3,default,0.001,0.6774269295389057,0.6338142653932127,0.6882593967238658,0.6346271083113189
329,False,True,True,False,True,"(1, 2)",3,default,0.01,0.6768990492694319,0.6344238975817923,0.6879062630263558,0.6351351351351351
330,False,True,True,False,True,"(1, 2)",10,0.8,0.001,0.6345594111040525,0.6287339971550497,0.6413545043659339,0.6325950010160536
331,False,True,True,False,True,"(1, 2)",10,0.8,0.01,0.6345321069521831,0.6286323917902865,0.6413199191068994,0.6326966063808169
332,False,True,True,False,True,"(1, 2)",10,0.9,0.001,0.6345594111040525,0.6287339971550497,0.6413545043659339,0.6325950010160536
333,False,True,True,False,True,"(1, 2)",10,0.9,0.01,0.6345321069521831,0.6286323917902865,0.6413199191068994,0.6326966063808169
334,False,True,True,False,True,"(1, 2)",10,default,0.001,0.6345594111040525,0.6287339971550497,0.6413545043659339,0.6325950010160536
335,False,True,True,False,True,"(1, 2)",10,default,0.01,0.6345321069521831,0.6286323917902865,0.6413199191068994,0.6326966063808169
336,False,True,True,False,True,"(1, 2)",20,0.8,0.001,0.6205451000879194,0.6218248323511482,0.6253997782902868,0.6263970737654948
337,False,True,True,False,True,"(1, 2)",20,0.8,0.01,0.6205396392575455,0.6218248323511482,0.6253852160759565,0.6263970737654948
338,False,True,True,False,True,"(1, 2)",20,0.9,0.001,0.6205451000879194,0.6218248323511482,0.6253997782902868,0.6263970737654948
339,False,True,True,False,True,"(1, 2)",20,0.9,0.01,0.6205396392575455,0.6218248323511482,0.6253852160759565,0.6263970737654948
340,False,True,True,False,True,"(1, 2)",20,default,0.001,0.6205451000879194,0.6218248323511482,0.6253997782902868,0.6263970737654948
341,False,True,True,False,True,"(1, 2)",20,default,0.01,0.6205396392575455,0.6218248323511482,0.6253852160759565,0.6263970737654948
342,False,True,True,False,False,"(1, 2)",3,0.8,0.001,0.677441491753236,0.6339158707579761,0.6883067239204393,0.6347287136760821
343,False,True,True,False,False,"(1, 2)",3,0.8,0.01,0.67692453314451,0.6344238975817923,0.6879353874550164,0.6352367404998984
344,False,True,True,False,False,"(1, 2)",3,0.9,0.001,0.677441491753236,0.6339158707579761,0.6883067239204393,0.6347287136760821
345,False,True,True,False,False,"(1, 2)",3,0.9,0.01,0.67692453314451,0.6344238975817923,0.6879353874550164,0.6352367404998984
346,False,True,True,False,False,"(1, 2)",3,default,0.001,0.677441491753236,0.6339158707579761,0.6883067239204393,0.6347287136760821
347,False,True,True,False,False,"(1, 2)",3,default,0.01,0.67692453314451,0.6344238975817923,0.6879353874550164,0.6352367404998984
348,False,True,True,False,False,"(1, 2)",10,0.8,0.001,0.6345521299968874,0.6282259703312335,0.6413326610444384,0.6324933956512904
349,False,True,True,False,False,"(1, 2)",10,0.8,0.01,0.6345175447378528,0.6282259703312335,0.6412907946782388,0.6325950010160536
350,False,True,True,False,False,"(1, 2)",10,0.9,0.001,0.6345521299968874,0.6282259703312335,0.6413326610444384,0.6324933956512904
351,False,True,True,False,False,"(1, 2)",10,0.9,0.01,0.6345175447378528,0.6282259703312335,0.6412907946782388,0.6325950010160536
352,False,True,True,False,False,"(1, 2)",10,default,0.001,0.6345521299968874,0.6282259703312335,0.6413326610444384,0.6324933956512904
353,False,True,True,False,False,"(1, 2)",10,default,0.01,0.6345175447378528,0.6282259703312335,0.6412907946782388,0.6325950010160536
354,False,True,True,False,False,"(1, 2)",20,0.8,0.001,0.620505053998511,0.6218248323511482,0.6253433497097569,0.6263970737654948
355,False,True,True,False,False,"(1, 2)",20,0.8,0.01,0.6204941323377633,0.6218248323511482,0.6253269672186352,0.6262954684007316
356,False,True,True,False,False,"(1, 2)",20,0.9,0.001,0.620505053998511,0.6218248323511482,0.6253433497097569,0.6263970737654948
357,False,True,True,False,False,"(1, 2)",20,0.9,0.01,0.6204941323377633,0.6218248323511482,0.6253269672186352,0.6262954684007316
358,False,True,True,False,False,"(1, 2)",20,default,0.001,0.620505053998511,0.6218248323511482,0.6253433497097569,0.6263970737654948
359,False,True,True,False,False,"(1, 2)",20,default,0.01,0.6204941323377633,0.6218248323511482,0.6253269672186352,0.6262954684007316
360,False,True,False,True,True,"(1, 2)",3,0.8,0.001,0.6833009627443949,0.6300548668969722,0.6924787983260735,0.6299532615322089
361,False,True,False,True,True,"(1, 2)",3,0.8,0.01,0.6827566999837995,0.630359682991262,0.6920765171551986,0.6301564722617354
362,False,True,False,True,True,"(1, 2)",3,0.9,0.001,0.6833009627443949,0.6300548668969722,0.6924787983260735,0.6299532615322089
363,False,True,False,True,True,"(1, 2)",3,0.9,0.01,0.6827566999837995,0.630359682991262,0.6920765171551986,0.6301564722617354
364,False,True,False,True,True,"(1, 2)",3,default,0.001,0.6833009627443949,0.6300548668969722,0.6924787983260735,0.6299532615322089
365,False,True,False,True,True,"(1, 2)",3,default,0.01,0.6827566999837995,0.630359682991262,0.6920765171551986,0.6301564722617354
366,False,True,False,True,True,"(1, 2)",10,0.8,0.001,0.6355478214017224,0.6274131274131274,0.6407811171766779,0.6297500508026824
367,False,True,False,True,True,"(1, 2)",10,0.8,0.01,0.6355023144819402,0.6274131274131274,0.6407720157927215,0.6293436293436293
368,False,True,False,True,True,"(1, 2)",10,0.9,0.001,0.6355478214017224,0.6274131274131274,0.6407811171766779,0.6297500508026824
369,False,True,False,True,True,"(1, 2)",10,0.9,0.01,0.6355023144819402,0.6274131274131274,0.6407720157927215,0.6293436293436293
370,False,True,False,True,True,"(1, 2)",10,default,0.001,0.6355478214017224,0.6274131274131274,0.6407811171766779,0.6297500508026824
371,False,True,False,True,True,"(1, 2)",10,default,0.01,0.6355023144819402,0.6274131274131274,0.6407720157927215,0.6293436293436293
372,False,True,False,True,True,"(1, 2)",20,0.8,0.001,0.6206160908827796,0.6198943304206462,0.624078257339811,0.6222312538102012
373,False,True,False,True,True,"(1, 2)",20,0.8,0.01,0.6206179111595709,0.6198943304206462,0.6240727965094373,0.6224344645397277
374,False,True,False,True,True,"(1, 2)",20,0.9,0.001,0.6206160908827796,0.6198943304206462,0.624078257339811,0.6222312538102012
375,False,True,False,True,True,"(1, 2)",20,0.9,0.01,0.6206179111595709,0.6198943304206462,0.6240727965094373,0.6224344645397277
376,False,True,False,True,True,"(1, 2)",20,default,0.001,0.6206160908827796,0.6198943304206462,0.624078257339811,0.6222312538102012
377,False,True,False,True,True,"(1, 2)",20,default,0.01,0.6206179111595709,0.6198943304206462,0.6240727965094373,0.6224344645397277
378,False,True,False,True,False,"(1, 2)",3,0.8,0.001,0.6849883593299197,0.6309693151798415,0.6941589138044331,0.6314773420036578
379,False,True,False,True,False,"(1, 2)",3,0.8,0.01,0.684447737122907,0.631578947368421,0.6937821165086363,0.6318837634627108
380,False,True,False,True,False,"(1, 2)",3,0.9,0.001,0.6849883593299197,0.6309693151798415,0.6941589138044331,0.6314773420036578
381,False,True,False,True,False,"(1, 2)",3,0.9,0.01,0.684447737122907,0.631578947368421,0.6937821165086363,0.6318837634627108
382,False,True,False,True,False,"(1, 2)",3,default,0.001,0.6849883593299197,0.6309693151798415,0.6941589138044331,0.6314773420036578
383,False,True,False,True,False,"(1, 2)",3,default,0.01,0.684447737122907,0.631578947368421,0.6937821165086363,0.6318837634627108
384,False,True,False,True,False,"(1, 2)",10,0.8,0.001,0.6359136970367714,0.6261938630359682,0.6418168546709213,0.6286323917902865
